CustomerID,uv0,uv1,uv2,uv3,uv4,uv5,uv6,uv7,uv8,uv9,uv10,uv11,uv12,uv13,uv14,uv15
3720,-0.433344752,-0.403034198,-3.275610346,-3.160838383,-38.51780388,-36.00628116,-0.771037996,7.273586467,31.82740653,0.022481313,0.450282709,-0.986443938,-0.615806158,-0.290272361,-0.055442107,-0.718287334
2214,-0.433344752,-0.403034198,-1.283607996,-1.15101549,-14.46161279,-13.49510996,-0.431762503,7.273586467,11.65932886,0.022481313,0.450282709,-0.986443938,-0.615806158,-0.290272361,-0.055442107,-0.718287334
122,-0.433344752,-0.403034198,-0.938821018,-0.803144032,-10.29783185,-9.598749751,-0.373038791,7.273586467,8.168524464,0.022481313,2.392376805,-0.986443938,-0.615806158,-0.290272361,-0.055442107,-0.718287334
610,-0.433344752,-0.403034198,-0.558815494,-0.419738961,-5.708738113,-5.304392664,-0.308316698,7.273586467,4.32114902,0.022481313,0.450282709,-0.986443938,-0.615806158,-0.290272361,-0.055442107,-0.718287334
1369,-0.433344752,-0.384891024,-0.197051181,-0.237290825,-2.375678281,-2.178384022,-0.381372324,7.273586467,1.526799353,0.022481313,2.734507371,-0.986443938,-1.369925301,-0.473872244,-0.258885897,-0.718287334
3615,-0.433344752,-0.403034198,-0.219401839,-0.077288896,-1.609847491,-1.46875517,-0.250508164,7.273586467,0.884746968,0.022481313,2.674131389,-0.986443938,-1.059588205,-0.398316737,-0.175164173,-0.718287334
258,-0.433344752,-0.398498404,-0.174168365,-0.064880096,-1.262456647,-1.143675663,-0.2599243,7.273586467,0.593503625,0.022481313,2.613755407,-0.986443938,-0.786491561,-0.33182789,-0.101489055,-0.718287334
3452,-0.433344752,-0.403034198,-0.189623135,-0.04724379,-1.250228347,-1.13223273,-0.24543629,7.273586467,0.58325174,0.022481313,0.440220046,-0.986443938,-0.615806158,-0.290272361,-0.055442107,-0.718287334
1093,-0.433344752,-0.403034198,-0.181973357,-0.039525577,-1.157846661,-1.0457843,-0.244133389,7.273586467,0.505801365,0.022481313,2.613755407,-0.986443938,-0.649943239,-0.298583467,-0.064651497,-0.718287334
2411,-0.433344752,-0.398498404,-0.131713942,-0.008205288,-0.666929488,-0.586396507,-0.243126315,7.273586467,0.094229323,0.022481313,2.030120912,-0.986443938,-0.774078077,-0.32880567,-0.098140186,-0.718287334
4221,-0.433344752,-0.403034198,-0.132748694,0.010139452,-0.563390593,-0.489507446,-0.235749502,7.273586467,0.007425038,0.022481313,2.623818071,-0.986443938,-0.649943239,-0.298583467,-0.064651497,-0.718287334
2481,-0.433344752,-0.389426818,-0.113457948,-0.017340372,-0.548216789,-0.416214212,-0.24826239,7.273586467,-0.00529628,0.022481313,-0.505670343,-0.986443938,-0.7182174,-0.315205679,-0.083070276,-0.718287334
3094,-0.433344752,-0.403034198,-0.129200971,0.013718913,-0.520546912,-0.44941542,-0.235145258,7.273586467,-0.028493976,0.022481313,2.674131389,-0.986443938,-0.649943239,-0.298583467,-0.064651497,-0.718287334
2375,-0.433344752,-0.403034198,-0.128897936,0.014024659,-0.516887348,-0.445990893,-0.235093646,7.273586467,-0.031562059,0.022481313,1.909368947,-0.986443938,-0.615806158,-0.290272361,-0.055442107,-0.718287334
2716,-0.433344752,-0.403034198,-0.12872055,0.014203632,-0.514745164,-0.443986292,-0.235063433,7.273586467,-0.03335801,0.022481313,1.708115673,-0.986443938,-0.615806158,-0.290272361,-0.055442107,-0.718287334
1187,-0.433344752,-0.384891024,-0.116007875,0.013718913,-0.43030741,-0.341668102,-0.244190036,7.273586467,-0.104148401,0.022481313,2.744570035,-0.986443938,-0.684080319,-0.306894573,-0.073860886,-0.718287334
1304,-0.433344752,-0.403034198,-0.121292504,0.02169813,-0.425041208,-0.360043613,-0.233798297,7.273586467,-0.108563446,0.022481313,2.563442088,-0.986443938,-0.618909529,-0.291027916,-0.056279324,-0.718287334
2863,-0.433344752,-0.31231833,-0.111610176,0.017149231,-0.372842474,-0.319116337,-0.268440365,7.273586467,-0.152325492,0.022481313,2.684194053,-0.986443938,-1.103035399,-0.408894508,-0.186885214,-0.718287334
4309,-0.433344752,-0.389426818,-0.113494904,0.024904731,-0.359213678,-0.298861512,-0.2376,7.273586467,-0.163751516,0.022481313,2.563442088,-0.986443938,-0.829938754,-0.342405661,-0.113210097,-0.718287334
2871,-0.433344752,-0.393962611,-0.109725448,0.02169813,-0.341585288,-0.256472547,-0.235277436,7.273586467,-0.178530693,0.022481313,2.623818071,-0.986443938,-0.628219642,-0.293294582,-0.058790976,-0.718287334
992,-0.322539691,-0.389426818,-0.108764606,0.025464021,-0.318824583,-0.253131545,-0.235321496,7.273586467,-0.19761267,0.022481313,2.271624841,-0.986443938,-0.6220129,-0.290272361,-0.058790976,-0.718287334
2773,-0.433344752,-0.403034198,-0.112460151,0.030609497,-0.318378295,-0.260231175,-0.232293981,7.273586467,-0.197986826,0.022481313,2.70431938,-0.986443938,-0.615806158,-0.290272361,-0.055442107,-0.718287334
408,-0.433344752,-0.398498404,-0.110242824,0.029118055,-0.313915411,-0.256054922,-0.233168876,7.273586467,-0.20172839,0.022481313,2.684194053,-0.986443938,-0.618909529,-0.291027916,-0.056279324,-0.718287334
1781,-0.433344752,-0.398498404,-0.108764606,0.027924901,-0.312130258,-0.254384421,-0.233118523,7.273586467,-0.203225016,0.022481313,2.603692743,-0.986443938,-0.637529755,-0.295561247,-0.061302628,-0.718287334
3792,-0.433344752,-0.398498404,-0.108764606,0.029938348,-0.300080473,-0.243108539,-0.232778635,7.273586467,-0.213327239,0.022481313,2.744570035,-0.986443938,-0.625116271,-0.292539026,-0.057953759,-0.718287334
3993,-0.322539691,-0.384891024,-0.107508121,0.027030036,-0.290351387,-0.218468648,-0.234320717,7.273586467,-0.221483848,0.022481313,0.923227904,0.302580073,-0.620461215,-0.291027916,-0.057116542,-0.718287334
124,-0.433344752,-0.403034198,-0.109910225,0.033182235,-0.287584399,-0.231415031,-0.231859681,7.273586467,-0.223803618,0.022481313,2.030120912,-0.986443938,-0.615806158,-0.290272361,-0.055442107,-0.718287334
1670,-0.433344752,-0.384891024,-0.108764606,0.03210094,-0.28642405,-0.229326905,-0.234043771,7.273586467,-0.224776425,0.022481313,2.130747549,-0.986443938,-0.628219642,-0.293294582,-0.058790976,-0.718287334
460,-0.433344752,-0.403034198,-0.109355893,0.033741526,-0.280890074,-0.225150652,-0.231765268,7.273586467,-0.229415964,0.022481313,2.030120912,-0.986443938,-0.615806158,-0.290272361,-0.055442107,-0.718287334
2991,-0.433344752,-0.403034198,-0.108764606,0.034338103,-0.273749461,-0.218468648,-0.23166456,7.273586467,-0.235402466,0.022481313,-0.183665104,-0.986443938,-0.615806158,-0.290272361,-0.055442107,-0.718287334
1709,-0.433344752,-0.403034198,-0.108468962,0.034636392,-0.270179154,-0.215127646,-0.231614207,7.273586467,-0.238395718,0.022481313,2.734507371,-0.986443938,-0.615806158,-0.290272361,-0.055442107,-0.718287334
207,-0.433344752,-0.393962611,-0.107803764,0.033405952,-0.269732866,-0.207610391,-0.232237333,7.273586467,-0.238769874,0.022481313,2.674131389,-0.986443938,-0.625116271,-0.292539026,-0.057953759,-0.718287334
3400,-0.433344752,-0.403034198,-0.107508121,0.035605829,-0.258575657,-0.204269389,-0.231450557,7.273586467,-0.248123784,0.022481313,2.744570035,-0.986443938,-0.615806158,-0.290272361,-0.055442107,-0.718287334
2552,-0.322539691,-0.330461504,-0.095497599,-0.097691826,-0.688855371,-0.492013197,-0.337131587,7.273586467,0.161956621,0.022481313,2.392376805,-0.724007912,-1.051829778,-0.288761251,-0.292374587,-0.706229199
3212,-0.322539691,-0.389426818,0.23702756,-0.282928959,-0.247418449,-0.346261979,-0.231293202,7.273586467,-0.257477694,0.022481313,-0.535858334,-0.986443938,-0.905971343,-0.288761251,-0.213676166,-0.706229199
4183,-0.10092957,-0.375819438,2.260722906,-0.024312865,4.559897532,-0.44941542,0.243305269,7.273586467,-9.661574575,0.022481313,-0.012599821,0.580453513,2.157831634,2.661681308,-0.295723456,-0.694171063
3793,-0.21173463,-0.330461504,-0.084410963,0.005665125,-0.32170183,-0.331645095,-0.249103296,7.273586467,-0.106232986,0.022481313,1.18485716,0.209955593,-0.749251109,-0.245694612,-0.165117566,-0.657996658
2534,-0.21173463,-0.393962611,0.22706437,-0.30009546,-1.590508329,-3.96431671,-0.288119839,7.273586467,3.12055596,0.022481313,0.430157382,-0.986443938,-0.613737244,-0.288761251,-0.055442107,-0.718287334
979,0.120680552,-0.334997297,-0.066672346,-0.016751253,-0.287283155,-0.317863461,-0.240288886,7.273586467,-0.123791612,0.022481313,2.030120912,-0.739445325,-0.613220016,-0.260805713,-0.070512017,-0.718287334
2102,-0.322539691,-0.357676264,-0.031195112,-0.094410653,-0.154833904,-0.243108539,-0.216929817,7.273586467,-1.111302602,0.022481313,2.684194053,-0.963287818,-0.57391065,-0.257027938,-0.0696748,-0.682112928
4170,-0.322539691,-0.24428143,-0.071993931,0.001638231,-0.247418449,-0.193828757,-0.231293202,7.273586467,-0.257477694,0.022481313,0.56097201,-0.754882738,-0.541325255,-0.071916945,-0.257211462,-0.501240899
4280,-0.322539691,-0.389426818,0.00623337,0.032809375,0.417060259,0.433193817,-0.19380741,7.273586467,-0.257477694,0.022481313,1.204982488,-0.932412991,-0.175127482,-0.071916945,-0.059628193,-0.694171063
4180,-0.322539691,-0.398498404,-0.039709648,0.034338103,0.143217734,0.171718638,-0.22027456,7.273586467,-0.257477694,0.022481313,-0.837738245,1.205668752,-0.130128604,-0.053783623,-0.055442107,-0.706229199
3945,-0.322539691,-0.398498404,-0.053811849,0.031504363,0.041106962,0.076165977,-0.22315479,7.273586467,-0.257477694,0.022481313,0.007525506,-0.893819458,-0.595634247,-0.280450145,-0.055442107,-0.706229199
2631,-0.322539691,-0.398498404,-0.08012413,0.033555096,-0.105498757,-0.061023923,-0.227290085,7.273586467,-0.257477694,0.022481313,2.130747549,-0.986443938,-0.608047731,-0.286494586,-0.055442107,-0.706229199
574,-0.322539691,-0.398498404,-0.050042392,0.023860721,0.018123113,0.054658276,-0.223803093,7.273586467,-0.257477694,0.022481313,0.28928009,-0.955569111,-0.590979191,-0.275916815,-0.057953759,-0.706229199
2724,-0.322539691,-0.398498404,-0.016117287,0.015620502,0.173654599,0.200200681,-0.21941603,7.273586467,-0.257477694,0.022481313,1.929494275,-0.947850405,-0.555290425,-0.253250163,-0.063814279,-0.706229199
4216,-0.322539691,-0.398498404,0.58189584,-0.124537787,2.945774618,2.794280022,-0.14122307,7.273586467,-0.257477694,0.022481313,1.124481178,-0.978725231,-0.612702787,0.730482542,-1.184848167,-0.706229199
2009,0.120680552,-0.380355231,0.152399575,-0.061449778,0.697373965,0.400660809,-0.151344158,7.273586467,-0.257477694,0.022481313,2.321938159,-0.654539552,-0.582703535,-0.265339044,-0.064651497,-0.706229199
433,-0.10092957,-0.389426818,0.212710873,-0.254293267,0.301516208,0.658126786,-0.200325693,7.273586467,-0.257477694,0.022481313,-0.415106369,0.966388845,-0.612702787,0.163816237,-0.556935235,-0.718287334
87,-0.322539691,-0.27149619,0.201993792,-0.274800599,-0.247418449,-0.193828757,-0.231293202,7.273586467,-0.257477694,-8.710135307,-0.465419688,-0.971006525,-0.612702787,0.470571597,-0.896845436,-0.537415304
